idx,case_type,label,original_json_valid,repair_status,repair_valid,verifier_prediction,source_id_match,title_similarity,content_similarity,year_match,content_grounded,claimed_title,claimed_year,claimed_doi,claimed_arxiv_id,gold_title,research_question
13,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.24836601307189543,0.01016260162601626,False,False,"Social media influencers: literature review, trends and research agenda",2023,"https://doi.org/10.1109/ijcci.2023.001 ""claimed_arxiv_id"": ""2404.15601v1 ""claimed_content"": ""The availability of software which can produce convincing yet synthetic media poses both threats and opportunities for tertiary education.","2404.15601v1 ""claimed_content"": ""The availability of software which can produce convincing yet synthetic media poses both threats and opportunities for tertiary education.",CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features,"What are the major technological and engineering challenges to conducting sustained, long-term exploration of Venus, and what approaches or technologies are being considered to address them?"
14,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features,2019,https://doi.org/10.1109/iccv.2019.00612,2412.06830v1,CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features,"What are the major technological and engineering challenges to conducting sustained, long-term exploration of Venus, and what approaches or technologies are being considered to address them?"
14,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.26865671641791045,0.01876675603217158,False,False,CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features,2019,https://doi.org/10.1109/iccv.2019.00612,2412.06830v1,Gamma sensory stimulation and effects on the brain,"What are the main sources of contamination and systematic error when trying to measure CMB B-mode polarization, and how can they be mitigated in ground-based experiments?"
15,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,1.0,True,True,Gamma sensory stimulation and effects on the brain,2023,"https://doi.org/10.1101/2023.10.1101/2023.10.110.1101, claimed_content: ""The characterisation of CMB polarisation is one of the next challenge in observationnal cosmology. { ""claimed_title"": ""Gamma sensory stimulation and effects on the brain"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.1101/2023.10.1101 ""claimed_doi"": ""10.1101/2023.10.1101.1101 ""claimed_arxiv_id"": ""gr-qc.1101 ""claimed_content"": ""of CMB polarisation is one of the next challenge in observationnal cosmology.","gr-qc.1101 ""claimed_content"": ""of CMB polarisation is one of the next challenge in observationnal cosmology.",Gamma sensory stimulation and effects on the brain,"What are the main sources of contamination and systematic error when trying to measure CMB B-mode polarization, and how can they be mitigated in ground-based experiments?"
15,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2077922077922078,0.0037974683544303796,False,False,Gamma sensory stimulation and effects on the brain,2023,"https://doi.org/10.1101/2023.10.1101/2023.10.110.1101, claimed_content: ""The characterisation of CMB polarisation is one of the next challenge in observationnal cosmology. { ""claimed_title"": ""Gamma sensory stimulation and effects on the brain"", ""claimed_year"": 2023, ""claimed_doi"": ""https://doi.org/10.1101/2023.10.1101 ""claimed_doi"": ""10.1101/2023.10.1101.1101 ""claimed_arxiv_id"": ""gr-qc.1101 ""claimed_content"": ""of CMB polarisation is one of the next challenge in observationnal cosmology.","gr-qc.1101 ""claimed_content"": ""of CMB polarisation is one of the next challenge in observationnal cosmology.",Journal of Coastal Research,"How can environmental and satellite-derived data be used to build operational early-warning systems for cholera and other waterborne diseases, and what are the main limitations and challenges in implementing such systems in low-resource settings?"
16,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,Journal of Coastal Research,2019,https://doi.org/10.2112/coas,1506.01757v1,Journal of Coastal Research,"How can environmental and satellite-derived data be used to build operational early-warning systems for cholera and other waterborne diseases, and what are the main limitations and challenges in implementing such systems in low-resource settings?"
16,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.26277372262773724,0.01348747591522158,False,False,Journal of Coastal Research,2019,https://doi.org/10.2112/coas,1506.01757v1,Flipping the world upside down: Using eye tracking in virtual reality to study visual search in inverted scenes,"How reliably can eye-tracking metrics (e.g., fixation durations and reading-sequence lengths) be used to predict or assess a user’s learning or knowledge gain during online search tasks?"
17,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.0,True,False,Flipping the world upside down: Using eye-tracking in virtual reality to study visual search in inverted scenes,2023,"https://doi.org/10.16910.16910.16910.16910.16910.169, claimed_arxiv_id",,Flipping the world upside down: Using eye tracking in virtual reality to study visual search in inverted scenes,"How reliably can eye-tracking metrics (e.g., fixation durations and reading-sequence lengths) be used to predict or assess a user’s learning or knowledge gain during online search tasks?"
17,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.26143790849673204,0.0,False,False,Flipping the world upside down: Using eye-tracking in virtual reality to study visual search in inverted scenes,2023,"https://doi.org/10.16910.16910.16910.16910.16910.169, claimed_arxiv_id",,Intersectionality as Critical Social Theory,"How can a recommender system effectively combine multiple types of social and semantic relationships (different network layers) to generate personalized suggestions, and how are the relative importance or weights of those relationship types determined and adapted over time?"
18,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,True,1.0,0.0,True,False,Intersectionality as Critical Social Theory,2019,https://doi.org/10.1215/9781478007098,1303.0093v1,Intersectionality as Critical Social Theory,"How can a recommender system effectively combine multiple types of social and semantic relationships (different network layers) to generate personalized suggestions, and how are the relative importance or weights of those relationship types determined and adapted over time?"
18,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.19393939393939394,0.0,False,False,Intersectionality as Critical Social Theory,2019,https://doi.org/10.1215/9781478007098,1303.0093v1,"The effect of Pr3+ concentration on the microstructure, luminescence and scintillation properties of Pr:LuAG single crystals","How do crystal defects (e.g., vacancies) and strain influence exciton decay pathways and luminescence in semiconductors, and in what ways can annealing modify these defects to restore or change excitonic optical properties?"
19,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,True,1.0,0.40080160320641284,True,False,"The effect of Pr3+ concentration on the microstructure, luminescence and scintillation properties of Pr:LuAG single crystals",2023,"https://doi.org/10.1016/jallcom. ""claimed_arxiv_id"": ""1412.2707v1",1412.2707v1,"The effect of Pr3+ concentration on the microstructure, luminescence and scintillation properties of Pr:LuAG single crystals","How do crystal defects (e.g., vacancies) and strain influence exciton decay pathways and luminescence in semiconductors, and in what ways can annealing modify these defects to restore or change excitonic optical properties?"
19,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2751322751322751,0.0160481444332999,False,False,"The effect of Pr3+ concentration on the microstructure, luminescence and scintillation properties of Pr:LuAG single crystals",2023,"https://doi.org/10.1016/jallcom. ""claimed_arxiv_id"": ""1412.2707v1",1412.2707v1,"Tumor angiogenesis: causes, consequences, challenges and opportunities",What are the main challenges in adapting a large-scale parallel file system to efficiently support both traditional bursty HPC checkpointing workloads and modern diverse Big Data analytics workloads?
20,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.17813765182186234,True,False,"Tumor angiogenesis: causes, consequences, challenges and opportunities",2019,"https://doi.org/10.1007/s13269-019-0005 ""claimed_content"": ""The Lustre file system has been widely adopted by high-performance computing (HPC) centers as an effective system for managing large-scale storage resources.",,"Tumor angiogenesis: causes, consequences, challenges and opportunities",What are the main challenges in adapting a large-scale parallel file system to efficiently support both traditional bursty HPC checkpointing workloads and modern diverse Big Data analytics workloads?
20,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.21105527638190955,0.0086687306501548,False,False,"Tumor angiogenesis: causes, consequences, challenges and opportunities",2019,"https://doi.org/10.1007/s13269-019-0005 ""claimed_content"": ""The Lustre file system has been widely adopted by high-performance computing (HPC) centers as an effective system for managing large-scale storage resources.",,Dipodal Silanes Greatly Stabilize Glass Surface Functionalization for DNA Microarray Synthesis and High-Throughput Biological Assays,"How does long-term exposure to humidity or adsorbed water change the wettability and surface chemistry of silanized glass surfaces, and what storage conditions best preserve their hydrophobicity?"
21,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Dipodal Silanes Greatly Stabilize Glass Surface Functionalization for DNA Microarray Synthesis and High-Throughput Biological Assays,"How does long-term exposure to humidity or adsorbed water change the wettability and surface chemistry of silanized glass surfaces, and what storage conditions best preserve their hydrophobicity?"
21,shifted_source_negative,hallucinated,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Grand challenges in the science of wind energy,"How do the main cosmological probes—weak gravitational lensing, large-scale structure, galaxy clusters, Type Ia supernovae, and strong lensing—complement one another in constraining dark energy, and what are the primary systematic uncertainties unique to each probe?"
22,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,1.0,0.07526342197691922,True,False,Grand challenges in the science of wind energy,2019,"https://doi.org/10.1126/science.aau2027 ""claimed_arxiv_id"": ""1211.0310v1 ""claimed_content"": ""This white paper describes the LSST Dark Energy Science Collaboration (DESC), and the LSST Dark Energy Science Collaboration (DESC)","1211.0310v1 ""claimed_content"": ""This white paper describes the LSST Dark Energy Science Collaboration (DESC), and the LSST Dark Energy Science Collaboration (DESC)",Grand challenges in the science of wind energy,"How do the main cosmological probes—weak gravitational lensing, large-scale structure, galaxy clusters, Type Ia supernovae, and strong lensing—complement one another in constraining dark energy, and what are the primary systematic uncertainties unique to each probe?"
22,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.267515923566879,0.005136986301369863,False,False,Grand challenges in the science of wind energy,2019,"https://doi.org/10.1126/science.aau2027 ""claimed_arxiv_id"": ""1211.0310v1 ""claimed_content"": ""This white paper describes the LSST Dark Energy Science Collaboration (DESC), and the LSST Dark Energy Science Collaboration (DESC)","1211.0310v1 ""claimed_content"": ""This white paper describes the LSST Dark Energy Science Collaboration (DESC), and the LSST Dark Energy Science Collaboration (DESC)",Synthesis of Thioamides <i>via</i> Decarboxylative/Oxidative Cross‐Coupling Reaction by Visible‐Light Photocatalysis,How does shifting the valence-band maximum upward (instead of lowering the conduction-band minimum) affect a semiconductor’s suitability and efficiency for visible-light-driven water-splitting photocatalysis?
23,source_conditioned_supported,supported,False,regex_repair,True,supported,True,0.9304347826086956,1.0,True,True,Synthesis of Thioamides via Decarboxylative/Oxidative Cross\u2013Coupling Reaction by Visible\u2013Light Photocatalysis,2023,https://doi.org/10.1002/ajoc.202300141,1701.06251v1,Synthesis of Thioamides <i>via</i> Decarboxylative/Oxidative Cross‐Coupling Reaction by Visible‐Light Photocatalysis,How does shifting the valence-band maximum upward (instead of lowering the conduction-band minimum) affect a semiconductor’s suitability and efficiency for visible-light-driven water-splitting photocatalysis?
23,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.2169811320754717,0.009589041095890411,False,False,Synthesis of Thioamides via Decarboxylative/Oxidative Cross\u2013Coupling Reaction by Visible\u2013Light Photocatalysis,2023,https://doi.org/10.1002/ajoc.202300141,1701.06251v1,"The Global Syndemic of Obesity, Undernutrition, and Climate Change: The Lancet Commission report","How do ensembles of regional climate model simulations reduce uncertainty in regional climate projections compared with relying on a single regional model, and what are the main remaining sources of uncertainty?"
24,source_conditioned_supported,supported,False,regex_repair,True,supported,True,1.0,1.0,True,True,"The Global Syndemic of Obesity, Undernutrition, and Climate Change: The Lancet Commission report",2019,https://doi.org/10.1016/s0140-6736(18)32822-8,2012.10386v1,"The Global Syndemic of Obesity, Undernutrition, and Climate Change: The Lancet Commission report","How do ensembles of regional climate model simulations reduce uncertainty in regional climate projections compared with relying on a single regional model, and what are the main remaining sources of uncertainty?"
24,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.30939226519337015,0.012027491408934709,False,False,"The Global Syndemic of Obesity, Undernutrition, and Climate Change: The Lancet Commission report",2019,https://doi.org/10.1016/s0140-6736(18)32822-8,2012.10386v1,Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array,"What are the main practical trade-offs between analogue (RF) and digital hierarchical beamforming approaches for very large phased arrays in terms of power consumption, scalability, and beamforming flexibility?"
25,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,True,0.4607329842931937,0.13297872340425532,True,False,"Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array"", ""claimed_title"": ""Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array"", ""claimed_title"": ""Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array",2023,,1008.4047v1,Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array,"What are the main practical trade-offs between analogue (RF) and digital hierarchical beamforming approaches for very large phased arrays in terms of power consumption, scalability, and beamforming flexibility?"
25,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.1725067385444744,0.013888888888888888,False,False,"Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array"", ""claimed_title"": ""Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array"", ""claimed_title"": ""Measurement of Tire-Pavement Contact Tri-Axial Stress Distribution Based on Sensor Array",2023,,1008.4047v1,Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape,"What are the main challenges to deploying automated kidney and kidney tumor segmentation tools in routine clinical practice, and how can these tools be validated to ensure reliability across different scanners and patient populations?"
26,source_conditioned_supported,supported,False,regex_repair,True,hallucinated,False,0.22254335260115607,0.05238828967642527,True,False,"Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_title"": ""Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_title"": ""Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_year"": 2019 ""claimed_doi"": ""https://doi.org/10.1186/s12943-2-1-mediated tumor immune escape ""claimed_content"": ""Automated segmentation of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape DOI: https://doi.org/10.1186/s12943-1 arXiv:1909.06684 ""claimed_arxiv_id"": ""1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors",2019,"https://doi.org/10.1186/s12943-2-1-mediated tumor immune escape ""claimed_content"": ""Automated segmentation of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape DOI: https://doi.org/10.1186/s12943-1 arXiv:1909.06684 ""claimed_arxiv_id"": ""1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors","1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors",Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape,"What are the main challenges to deploying automated kidney and kidney tumor segmentation tools in routine clinical practice, and how can these tools be validated to ensure reliability across different scanners and patient populations?"
26,shifted_source_negative,hallucinated,False,regex_repair,True,hallucinated,False,0.10612244897959183,0.01461038961038961,False,False,"Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_title"": ""Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_title"": ""Role of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape ""claimed_year"": 2019 ""claimed_doi"": ""https://doi.org/10.1186/s12943-2-1-mediated tumor immune escape ""claimed_content"": ""Automated segmentation of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape DOI: https://doi.org/10.1186/s12943-1 arXiv:1909.06684 ""claimed_arxiv_id"": ""1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors",2019,"https://doi.org/10.1186/s12943-2-1-mediated tumor immune escape ""claimed_content"": ""Automated segmentation of the tumor microenvironment in PD-L1/PD-1-mediated tumor immune escape DOI: https://doi.org/10.1186/s12943-1 arXiv:1909.06684 ""claimed_arxiv_id"": ""1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors","1909.06684v1 ""claimed_content"": ""Automated segmentation of kidneys and kidney tumors",Preparation and evaluation of chitosan-alginate/carrageenan hydrogel for oral drug delivery in the treatment of diabetes,"What are the known mechanisms of toxicity for zinc oxide nanoparticles in the body, and what strategies are used to reduce their potential harmful effects for safe therapeutic use?"
27,source_conditioned_supported,supported,False,unrepairable:no_json_object,False,hallucinated,False,0.0,0.0,False,False,,,,,Preparation and evaluation of chitosan-alginate/carrageenan hydrogel for oral drug delivery in the treatment of diabetes,"What are the known mechanisms of toxicity for zinc oxide nanoparticles in the body, and what strategies are used to reduce their potential harmful effects for safe therapeutic use?"
