model,instance_id,repo,gold_patch_files,pred_patch_files,file_overlap,file_precision,file_recall,file_f1,exact_file_set,zero_file_overlap,added_line_jaccard,deleted_line_jaccard,gold_fail_to_pass,gold_pass_to_pass,problem_chars
deepseek-r1-0528,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,17,236
deepseek-r1-0528,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,0,0,0.0,0.0,0.0,False,True,0.0,0.0,4,6,376
deepseek-r1-0528,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,0,0,0.0,0.0,0.0,False,True,0.0,0.0,68,242,2075
deepseek-r1-0528,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,4,3,0.75,0.13636363636363635,0.23076923076923075,False,False,0.22,0.5714285714285714,2,2,99
deepseek-r1-0528,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,19,380
deepseek-r1-0528,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,0,0,0.0,0.0,0.0,False,True,0.0,0.0,6,28,55
deepseek-r1-0528,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,0,0,0.0,0.0,0.0,False,True,0.0,0.0,8,82,262
deepseek-r1-0528,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,0,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
deepseek-r1-0528,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,4,55
deepseek-r1-0528,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,0,0,0.0,0.0,0.0,False,True,0.0,0.0,9,2,330
deepseek-r1-0528,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,0,0,0.0,0.0,0.0,False,True,0.0,0.0,14,66,501
deepseek-r1-0528,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,0,0,0.0,0.0,0.0,False,True,0.0,1.0,1,8,213
deepseek-r1-0528,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,1,1,1.0,0.037037037037037035,0.07142857142857142,False,False,0.0,0.004524886877828055,5,24,990
deepseek-r1-0528,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,1,1,1.0,0.5,0.6666666666666666,False,False,0.14285714285714285,0.3333333333333333,2,20,400
deepseek-r1-0528,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,0,0,0.0,0.0,0.0,False,True,0.0,0.0,4,34,1041
deepseek-r1-0528,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,0,0,0.0,0.0,0.0,False,True,0.0,0.0,133,662,2343
deepseek-r1-0528,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,3,1,0.3333333333333333,0.16666666666666666,0.2222222222222222,False,False,0.007633587786259542,0.10526315789473684,33,44,709
deepseek-r1-0528,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,1,1,1.0,0.25,0.4,False,False,0.0,0.0,13,36,490
deepseek-r1-0528,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,66,297
deepseek-r1-0528,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,1,1,1.0,0.07692307692307693,0.14285714285714288,False,False,0.0,0.03409090909090909,2,26,1259
deepseek-r1-0528,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,2,2,1.0,0.08695652173913043,0.16,False,False,0.019867549668874173,0.0,22,104,585
deepseek-r1-0528,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,0,0,0.0,0.0,0.0,False,True,0.0,0.0,1,171,319
deepseek-r1-0528,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,0,0,0.0,0.0,0.0,False,True,0.0,0.0,68,447,250
deepseek-r1-0528,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,2,2,1.0,0.18181818181818182,0.3076923076923077,False,False,0.014925373134328358,0.08333333333333333,4,883,363
deepseek-r1-0528,psf__requests_v2.12.2_v2.12.3,psf/requests,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.045454545454545456,0.2,4,109,530
deepseek-r1-0528,psf__requests_v2.27.0_v2.27.1,psf/requests,3,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,185,155
deepseek-r1-0528,psf__requests_v2.4.0_v2.4.1,psf/requests,12,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2,136,307
deepseek-r1-0528,psf__requests_v2.9.0_v2.9.1,psf/requests,7,1,1,1.0,0.14285714285714285,0.25,False,False,0.0,0.0,1,85,251
deepseek-r1-0528,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,2,2,1.0,0.10526315789473684,0.1904761904761905,False,False,0.017543859649122806,0.007751937984496124,234,1477,3231
deepseek-r1-0528,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,2,2,1.0,0.2857142857142857,0.4444444444444445,False,False,0.004166666666666667,0.0045662100456621,3,4584,956
deepseek-r1-0528,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,1,1,1.0,0.03225806451612903,0.0625,False,False,0.0,0.013513513513513514,1,438,2178
deepseek-r1-0528,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,2,2,1.0,0.14285714285714285,0.25,False,False,0.0,0.0,1,293,1168
glm-4p5,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,8,7,0.875,0.08974358974358974,0.1627906976744186,False,False,0.00974817221770918,0.029411764705882353,72,649,7467
glm-4p5,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,13,13,1.0,0.2708333333333333,0.4262295081967213,False,False,0.015,0.04120879120879121,8,317,3918
glm-4p5,dask__dask_2022.9.2_2022.10.0,dask/dask,50,5,4,0.8,0.08,0.14545454545454545,False,False,0.005499541704857928,0.01532567049808429,44,2861,1891
glm-4p5,dask__dask_2023.3.2_2023.4.0,dask/dask,69,16,6,0.375,0.08695652173913043,0.1411764705882353,False,False,0.004608294930875576,0.0010147133434804667,61,6246,3407
glm-4p5,dask__dask_2023.6.0_2023.6.1,dask/dask,33,8,7,0.875,0.21212121212121213,0.3414634146341463,False,False,0.0196078431372549,0.125,105,3415,1885
glm-4p5,dask__dask_2023.6.1_2023.7.0,dask/dask,9,7,6,0.8571428571428571,0.6666666666666666,0.75,False,False,0.15625,0.37037037037037035,5,707,930
glm-4p5,dask__dask_2023.8.0_2023.8.1,dask/dask,7,5,5,1.0,0.7142857142857143,0.8333333333333333,False,False,0.13,0.696969696969697,11,2796,757
glm-4p5,dask__dask_2023.9.2_2023.9.3,dask/dask,11,4,2,0.5,0.18181818181818182,0.26666666666666666,False,False,0.011627906976744186,0.06818181818181818,2,1629,1066
glm-4p5,dask__dask_2024.1.0_2024.1.1,dask/dask,32,3,2,0.6666666666666666,0.0625,0.11428571428571428,False,False,0.01651376146788991,0.04659498207885305,2774,5778,4935
glm-4p5,dask__dask_2024.3.1_2024.4.0,dask/dask,12,5,5,1.0,0.4166666666666667,0.5882352941176471,False,False,0.02054794520547945,0.020202020202020204,2,2747,2053
glm-4p5,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,1,1,1.0,0.5,0.6666666666666666,False,False,0.0,0.0,1,12,57
glm-4p5,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,7,5,0.7142857142857143,0.1724137931034483,0.2777777777777778,False,False,0.01098901098901099,0.03409090909090909,1,77,1036
glm-4p5,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,3,3,1.0,0.5,0.6666666666666666,False,False,0.07142857142857142,0.2222222222222222,2,26,127
glm-4p5,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,10,8,0.8,0.19047619047619047,0.3076923076923077,False,False,0.012422360248447204,0.015873015873015872,132,0,1393
glm-4p5,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,7,7,1.0,0.5,0.6666666666666666,False,False,0.04371584699453552,0.10416666666666667,27,282,330
glm-4p5,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,2,1.0,0.6666666666666666,0.8,False,False,0.026200873362445413,0.051094890510948905,2,17,236
glm-4p5,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,14,10,0.7142857142857143,0.7142857142857143,0.7142857142857143,False,False,0.13559322033898305,0.18181818181818182,4,6,376
glm-4p5,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,25,14,0.56,0.1308411214953271,0.2121212121212121,False,False,0.015523284927391086,0.010018214936247723,68,242,2075
glm-4p5,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,4,4,1.0,0.18181818181818182,0.3076923076923077,False,False,0.18867924528301888,0.5,2,2,99
glm-4p5,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,5,5,1.0,0.20833333333333334,0.3448275862068966,False,False,0.017543859649122806,0.04504504504504504,2,19,380
glm-4p5,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,2,1,0.5,0.3333333333333333,0.4,False,False,0.06666666666666667,0.2,6,28,55
glm-4p5,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,15,3,0.2,0.3333333333333333,0.25,False,False,0.0032751091703056767,0.05454545454545454,8,82,262
glm-4p5,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,6,5,0.8333333333333334,0.09433962264150944,0.16949152542372883,False,False,0.0259222333000997,0.07577374599786553,6,150,1009
glm-4p5,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,1,0,0.0,0.0,0.0,False,True,0.0,0.0,2,4,55
glm-4p5,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,4,2,0.5,0.2,0.28571428571428575,False,False,0.03783783783783784,0.0,9,2,330
glm-4p5,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,9,9,1.0,0.5625,0.72,False,False,0.07913669064748201,0.0967741935483871,14,66,501
glm-4p5,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,1,1.0,1.0,1.0,True,False,0.0,0.0,1,8,213
glm-4p5,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,18,11,0.6111111111111112,0.4074074074074074,0.4888888888888889,False,False,0.06529209621993128,0.14347826086956522,5,24,990
glm-4p5,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,3,1,0.3333333333333333,0.5,0.4,False,False,0.14285714285714285,0.25,2,20,400
glm-4p5,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,16,15,0.9375,0.45454545454545453,0.6122448979591837,False,False,0.05245901639344262,0.07954545454545454,4,34,1041
glm-4p5,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,20,11,0.55,0.13924050632911392,0.22222222222222224,False,False,0.027194066749072928,0.004159733777038269,133,662,2343
glm-4p5,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,2,1,0.5,0.16666666666666666,0.25,False,False,0.0196078431372549,0.1111111111111111,33,44,709
glm-4p5,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,3,3,1.0,0.75,0.8571428571428571,False,False,0.057692307692307696,0.15384615384615385,13,36,490
glm-4p5,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,66,297
glm-4p5,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,7,6,0.8571428571428571,0.46153846153846156,0.6,False,False,0.025423728813559324,0.0,2,26,1259
glm-4p5,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,3,3,1.0,0.13043478260869565,0.23076923076923078,False,False,0.0189873417721519,0.03597122302158273,22,104,585
glm-4p5,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,2,2,1.0,0.6666666666666666,0.8,False,False,0.0975609756097561,0.46153846153846156,1,171,319
glm-4p5,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,5,3,0.6,0.5,0.5454545454545454,False,False,0.12,0.16666666666666666,68,447,250
glm-4p5,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,6,6,1.0,0.5454545454545454,0.7058823529411764,False,False,0.14545454545454545,0.5714285714285714,4,883,363
glm-4p5,psf__requests_v2.12.2_v2.12.3,psf/requests,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.0,0.42857142857142855,4,109,530
glm-4p5,psf__requests_v2.27.0_v2.27.1,psf/requests,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.0,0.0,2,185,155
glm-4p5,psf__requests_v2.4.0_v2.4.1,psf/requests,12,4,4,1.0,0.3333333333333333,0.5,False,False,0.09859154929577464,0.14634146341463414,2,136,307
glm-4p5,psf__requests_v2.9.0_v2.9.1,psf/requests,7,3,3,1.0,0.42857142857142855,0.6,False,False,0.02564102564102564,0.3333333333333333,1,85,251
glm-4p5,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,3,3,1.0,0.15789473684210525,0.2727272727272727,False,False,0.02074688796680498,0.03007518796992481,234,1477,3231
glm-4p5,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,1,1,1.0,0.14285714285714285,0.25,False,False,0.0,0.0,3,4584,956
glm-4p5,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,4,4,1.0,0.12903225806451613,0.2285714285714286,False,False,0.0022471910112359553,0.02564102564102564,1,438,2178
glm-4p5,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,4,4,1.0,0.2857142857142857,0.4444444444444445,False,False,0.0,0.0,1,293,1168
gpt-4.1-2025-04-14,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,2,2,1.0,0.02564102564102564,0.05,False,False,0.0,0.012254901960784314,72,649,7467
gpt-4.1-2025-04-14,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,0,0,0.0,0.0,0.0,False,True,0.0,0.0,8,317,3918
gpt-4.1-2025-04-14,dask__dask_2022.9.2_2022.10.0,dask/dask,50,2,2,1.0,0.04,0.07692307692307693,False,False,0.0,0.0,44,2861,1891
gpt-4.1-2025-04-14,dask__dask_2023.3.2_2023.4.0,dask/dask,69,4,4,1.0,0.057971014492753624,0.1095890410958904,False,False,0.006600660066006601,0.0015274949083503055,61,6246,3407
gpt-4.1-2025-04-14,dask__dask_2023.6.0_2023.6.1,dask/dask,33,1,1,1.0,0.030303030303030304,0.05882352941176471,False,False,0.005115089514066497,0.075,105,3415,1885
gpt-4.1-2025-04-14,dask__dask_2023.6.1_2023.7.0,dask/dask,9,6,4,0.6666666666666666,0.4444444444444444,0.5333333333333333,False,False,0.07216494845360824,0.08333333333333333,5,707,930
gpt-4.1-2025-04-14,dask__dask_2023.8.0_2023.8.1,dask/dask,7,5,3,0.6,0.42857142857142855,0.5,False,False,0.010869565217391304,0.03225806451612903,11,2796,757
gpt-4.1-2025-04-14,dask__dask_2023.9.2_2023.9.3,dask/dask,11,9,8,0.8888888888888888,0.7272727272727273,0.7999999999999999,False,False,0.08791208791208792,0.20930232558139536,2,1629,1066
gpt-4.1-2025-04-14,dask__dask_2024.1.0_2024.1.1,dask/dask,32,4,2,0.5,0.0625,0.1111111111111111,False,False,0.0018975332068311196,0.0,2774,5778,4935
gpt-4.1-2025-04-14,dask__dask_2024.3.1_2024.4.0,dask/dask,12,5,5,1.0,0.4166666666666667,0.5882352941176471,False,False,0.02054794520547945,0.020202020202020204,2,2747,2053
gpt-4.1-2025-04-14,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,0,0,0.0,0.0,0.0,False,True,0.0,0.0,1,12,57
gpt-4.1-2025-04-14,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,9,7,0.7777777777777778,0.2413793103448276,0.368421052631579,False,False,0.008368200836820083,0.05128205128205128,1,77,1036
gpt-4.1-2025-04-14,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,9,0,0.0,0.0,0.0,False,True,0.0,0.0,2,26,127
gpt-4.1-2025-04-14,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,1,1,1.0,0.023809523809523808,0.046511627906976744,False,False,0.002336448598130841,0.0,132,0,1393
gpt-4.1-2025-04-14,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,1,0,0.0,0.0,0.0,False,True,0.0,0.0,27,282,330
gpt-4.1-2025-04-14,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,2,1.0,0.6666666666666666,0.8,False,False,0.0053475935828877,0.03597122302158273,2,17,236
gpt-4.1-2025-04-14,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,5,5,1.0,0.35714285714285715,0.5263157894736842,False,False,0.13829787234042554,0.08823529411764706,4,6,376
gpt-4.1-2025-04-14,iterative__dvc_1.0.0a1_1.0.0a2,iterative/dvc,107,1,0,0.0,0.0,0.0,False,True,0.0,0.0,68,242,2075
gpt-4.1-2025-04-14,iterative__dvc_1.0.0b6_1.0.0,iterative/dvc,22,17,4,0.23529411764705882,0.18181818181818182,0.20512820512820512,False,False,0.03314917127071823,0.16666666666666666,2,2,99
gpt-4.1-2025-04-14,iterative__dvc_1.0.1_1.0.2,iterative/dvc,24,2,2,1.0,0.08333333333333333,0.15384615384615385,False,False,0.0,0.01818181818181818,2,19,380
gpt-4.1-2025-04-14,iterative__dvc_1.1.0_1.1.1,iterative/dvc,3,1,0,0.0,0.0,0.0,False,True,0.0,0.0,6,28,55
gpt-4.1-2025-04-14,iterative__dvc_1.1.7_1.1.8,iterative/dvc,9,0,0,0.0,0.0,0.0,False,True,0.0,0.0,8,82,262
gpt-4.1-2025-04-14,iterative__dvc_1.10.2_1.11.0,iterative/dvc,53,0,0,0.0,0.0,0.0,False,True,0.0,0.0,6,150,1009
gpt-4.1-2025-04-14,iterative__dvc_1.11.12_1.11.13,iterative/dvc,2,2,1,0.5,0.5,0.5,False,False,0.0,0.6666666666666666,2,4,55
gpt-4.1-2025-04-14,iterative__dvc_1.6.3_1.6.4,iterative/dvc,10,2,2,1.0,0.2,0.33333333333333337,False,False,0.015625,0.05555555555555555,9,2,330
gpt-4.1-2025-04-14,iterative__dvc_2.19.0_2.20.0,iterative/dvc,16,6,5,0.8333333333333334,0.3125,0.45454545454545453,False,False,0.07563025210084033,0.0,14,66,501
gpt-4.1-2025-04-14,iterative__dvc_2.21.1_2.21.2,iterative/dvc,1,1,1,1.0,1.0,1.0,True,False,0.0,1.0,1,8,213
gpt-4.1-2025-04-14,iterative__dvc_2.5.0_2.5.1,iterative/dvc,27,517,27,0.05222437137330754,1.0,0.09926470588235295,False,False,0.0011729329722121515,0.0,5,24,990
gpt-4.1-2025-04-14,iterative__dvc_2.58.1_2.58.2,iterative/dvc,2,2,2,1.0,1.0,1.0,True,False,0.625,0.6666666666666666,2,20,400
gpt-4.1-2025-04-14,iterative__dvc_2.7.2_2.7.3,iterative/dvc,33,1,0,0.0,0.0,0.0,False,True,0.0,0.0,4,34,1041
gpt-4.1-2025-04-14,iterative__dvc_2.8.1_2.8.2,iterative/dvc,79,9,8,0.8888888888888888,0.10126582278481013,0.1818181818181818,False,False,0.018056749785038694,0.002542372881355932,133,662,2343
gpt-4.1-2025-04-14,iterative__dvc_3.12.0_3.13.0,iterative/dvc,6,3,3,1.0,0.5,0.6666666666666666,False,False,0.04838709677419355,0.2727272727272727,33,44,709
gpt-4.1-2025-04-14,iterative__dvc_3.13.3_3.14.0,iterative/dvc,4,6,2,0.3333333333333333,0.5,0.4,False,False,0.07547169811320754,0.07142857142857142,13,36,490
gpt-4.1-2025-04-14,iterative__dvc_3.15.0_3.15.1,iterative/dvc,1,1,0,0.0,0.0,0.0,False,True,0.0,0.0,1,66,297
gpt-4.1-2025-04-14,iterative__dvc_3.4.0_3.5.0,iterative/dvc,13,1,1,1.0,0.07692307692307693,0.14285714285714288,False,False,0.0,0.0,2,26,1259
gpt-4.1-2025-04-14,iterative__dvc_3.43.1_3.44.0,iterative/dvc,23,4,3,0.75,0.13043478260869565,0.22222222222222218,False,False,0.01875,0.03597122302158273,22,104,585
gpt-4.1-2025-04-14,modin-project__modin_0.24.0_0.24.1,modin-project/modin,3,2,2,1.0,0.6666666666666666,0.8,False,False,0.09302325581395349,0.5384615384615384,1,171,319
gpt-4.1-2025-04-14,modin-project__modin_0.25.0_0.25.1,modin-project/modin,6,1,0,0.0,0.0,0.0,False,True,0.0,0.0,68,447,250
gpt-4.1-2025-04-14,modin-project__modin_0.27.0_0.27.1,modin-project/modin,11,6,6,1.0,0.5454545454545454,0.7058823529411764,False,False,0.10909090909090909,0.42857142857142855,4,883,363
gpt-4.1-2025-04-14,psf__requests_v2.12.2_v2.12.3,psf/requests,3,1,1,1.0,0.3333333333333333,0.5,False,False,0.07692307692307693,0.2,4,109,530
gpt-4.1-2025-04-14,psf__requests_v2.27.0_v2.27.1,psf/requests,3,1,0,0.0,0.0,0.0,False,True,0.0,0.0,2,185,155
gpt-4.1-2025-04-14,psf__requests_v2.4.0_v2.4.1,psf/requests,12,3,3,1.0,0.25,0.4,False,False,0.027777777777777776,0.07692307692307693,2,136,307
gpt-4.1-2025-04-14,psf__requests_v2.9.0_v2.9.1,psf/requests,7,3,3,1.0,0.42857142857142855,0.6,False,False,0.03773584905660377,0.125,1,85,251
gpt-4.1-2025-04-14,pydantic__pydantic_v2.7.0_v2.7.1,pydantic/pydantic,19,1,1,1.0,0.05263157894736842,0.1,False,False,0.01702127659574468,0.023255813953488372,234,1477,3231
gpt-4.1-2025-04-14,pydantic__pydantic_v2.7.1_v2.7.2,pydantic/pydantic,7,1,0,0.0,0.0,0.0,False,True,0.0,0.0,3,4584,956
gpt-4.1-2025-04-14,scikit-learn__scikit-learn_0.20.1_0.20.2,scikit-learn/scikit-learn,31,4,4,1.0,0.12903225806451613,0.2285714285714286,False,False,0.009389671361502348,0.013333333333333334,1,438,2178
gpt-4.1-2025-04-14,scikit-learn__scikit-learn_0.21.1_0.21.2,scikit-learn/scikit-learn,14,1,1,1.0,0.07142857142857142,0.13333333333333333,False,False,0.0,0.0,1,293,1168
gpt-4o-2024-11-20,conan-io__conan_2.0.14_2.0.15,conan-io/conan,78,1,0,0.0,0.0,0.0,False,True,0.0,0.0,72,649,7467
gpt-4o-2024-11-20,conan-io__conan_2.0.2_2.0.3,conan-io/conan,48,3,2,0.6666666666666666,0.041666666666666664,0.0784313725490196,False,False,0.01015228426395939,0.016129032258064516,8,317,3918
gpt-4o-2024-11-20,dask__dask_2022.9.2_2022.10.0,dask/dask,50,1,1,1.0,0.02,0.0392156862745098,False,False,0.0,0.0,44,2861,1891
gpt-4o-2024-11-20,dask__dask_2023.3.2_2023.4.0,dask/dask,69,1,1,1.0,0.014492753623188406,0.02857142857142857,False,False,0.0,0.0005104645227156713,61,6246,3407
gpt-4o-2024-11-20,dask__dask_2023.6.0_2023.6.1,dask/dask,33,1,1,1.0,0.030303030303030304,0.05882352941176471,False,False,0.002631578947368421,0.0,105,3415,1885
gpt-4o-2024-11-20,dask__dask_2023.6.1_2023.7.0,dask/dask,9,1,1,1.0,0.1111111111111111,0.19999999999999998,False,False,0.07058823529411765,0.041666666666666664,5,707,930
gpt-4o-2024-11-20,dask__dask_2023.8.0_2023.8.1,dask/dask,7,1,1,1.0,0.14285714285714285,0.25,False,False,0.0,0.03225806451612903,11,2796,757
gpt-4o-2024-11-20,dask__dask_2023.9.2_2023.9.3,dask/dask,11,1,1,1.0,0.09090909090909091,0.16666666666666669,False,False,0.0,0.0,2,1629,1066
gpt-4o-2024-11-20,dask__dask_2024.1.0_2024.1.1,dask/dask,32,0,0,0.0,0.0,0.0,False,True,0.0,0.0,2774,5778,4935
gpt-4o-2024-11-20,dask__dask_2024.3.1_2024.4.0,dask/dask,12,2,1,0.5,0.08333333333333333,0.14285714285714285,False,False,0.006578947368421052,0.010101010101010102,2,2747,2053
gpt-4o-2024-11-20,iterative__dvc_0.30.0_0.30.1,iterative/dvc,2,7,0,0.0,0.0,0.0,False,True,0.0,0.0,1,12,57
gpt-4o-2024-11-20,iterative__dvc_0.33.1_0.34.0,iterative/dvc,29,6,2,0.3333333333333333,0.06896551724137931,0.1142857142857143,False,False,0.0,0.012195121951219513,1,77,1036
gpt-4o-2024-11-20,iterative__dvc_0.35.3_0.35.4,iterative/dvc,6,2,1,0.5,0.16666666666666666,0.25,False,False,0.0,0.05555555555555555,2,26,127
gpt-4o-2024-11-20,iterative__dvc_0.52.1_0.53.1,iterative/dvc,42,3,3,1.0,0.07142857142857142,0.13333333333333333,False,False,0.009070294784580499,0.010619469026548672,132,0,1393
gpt-4o-2024-11-20,iterative__dvc_0.89.0_0.90.0,iterative/dvc,14,4,2,0.5,0.14285714285714285,0.22222222222222224,False,False,0.0,0.0,27,282,330
gpt-4o-2024-11-20,iterative__dvc_0.91.2_0.91.3,iterative/dvc,3,2,2,1.0,0.6666666666666666,0.8,False,False,0.0,0.0,2,17,236
gpt-4o-2024-11-20,iterative__dvc_0.92.0_0.92.1,iterative/dvc,14,6,2,0.3333333333333333,0.14285714285714285,0.2,False,False,0.008849557522123894,0.05,4,6,376
